file_id	file_name	file_type	file_size	md5sum	file_url_in_cds	submission_version	type	sample.sample_id	study.phs_accession	participant.study_participant_id	experimental_strategy_and_data_subtypes
dg.4DFC/621c1734-7e68-11ee-a827-73b02f234963	MIBITIFF_NB_Point23_combined.ome.tiff	OME-TIFF	103206966	c6e1d5525bf0fa95c450098210fed326	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/neuroblastoma/MIBITIFF_NB_Point23_combined.ome.tiff	phs002371_image	file	HTA1_148_1414012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_148	
dg.4DFC/621c3aa2-7e68-11ee-b0a2-1329ee2fbb61	MIBITIFF_NB_Point26_combined.ome.tiff	OME-TIFF	103206966	f845589e21e9c586f61c6f3c5fdef305	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/neuroblastoma/MIBITIFF_NB_Point26_combined.ome.tiff	phs002371_image	file	HTA1_204_66014012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_204	
dg.4DFC/621c5f64-7e68-11ee-bf44-03bec38d2255	MIBITIFF_NB_Point27_combined.ome.tiff	OME-TIFF	103206966	bf4e8f9c0ee93aedbb78ddc831127d66	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/neuroblastoma/MIBITIFF_NB_Point27_combined.ome.tiff	phs002371_image	file	HTA1_204_66014013_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_204	
dg.4DFC/621c834a-7e68-11ee-a094-e7525bfada5c	MIBITIFF_NB_Point25_combined.ome.tiff	OME-TIFF	103206966	5a43cbb1addf6fd52cd446f32f405c74	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/neuroblastoma/MIBITIFF_NB_Point25_combined.ome.tiff	phs002371_image	file	HTA1_204_66014011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_204	
dg.4DFC/621caaf0-7e68-11ee-893a-0bc94379ae4e	BPC-20-ZC-1879-4.svs	SVS	285750625	46632245064a521bae8c04fd40649146	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/h_and_e_multi_assay_breast/BPC-20-ZC-1879-4.svs	phs002371_image	file	HTA1_213_6752306_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_213	
dg.4DFC/621ccf44-7e68-11ee-83e1-f355e85701b6	BPC-20-ZC-1879-3.svs	SVS	260280217	718c18d7184735c002bd35ef5863522f	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/h_and_e_multi_assay_breast/BPC-20-ZC-1879-3.svs	phs002371_image	file	HTA1_213_6752301_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_213	
dg.4DFC/621cf848-7e68-11ee-b3c9-5fb191bf85bf	MIBITIFF_MBC_Point20_combined.ome.tiff	OME-TIFF	103222758	eab51965e904addf349fcf78f79b1101	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point20_combined.ome.tiff	phs002371_image	file	HTA1_225_45604015_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_225	
dg.4DFC/621d1cf6-7e68-11ee-b443-af3972d27824	MIBITIFF_MBC_Point18_combined.ome.tiff	OME-TIFF	103222756	cb41efbc3a0fe5a74c166ec10c68112a	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point18_combined.ome.tiff	phs002371_image	file	HTA1_225_45604013_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_225	
dg.4DFC/621d40b4-7e68-11ee-b9da-f7e81e6d8c0c	MIBITIFF_MBC_Point19_combined.ome.tiff	OME-TIFF	103222756	8344d0717fb0a8118271072468632807	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point19_combined.ome.tiff	phs002371_image	file	HTA1_225_45604014_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_225	
dg.4DFC/621d64d6-7e68-11ee-bce9-fb446a49d130	MIBITIFF_MBC_Point16_combined.ome.tiff	OME-TIFF	103222756	1f9166c35738988299d2f7f13c609025	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point16_combined.ome.tiff	phs002371_image	file	HTA1_225_45604011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_225	
dg.4DFC/621d8a38-7e68-11ee-82bd-ef84a2cd1f8d	MIBITIFF_MBC_Point17_combined.ome.tiff	OME-TIFF	103222756	fe99505cdb64c064953523d05a48948b	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point17_combined.ome.tiff	phs002371_image	file	HTA1_225_45604012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_225	
dg.4DFC/621dad9c-7e68-11ee-82bf-130856334f91	MIBITIFF_MBC_Point50_combined.ome.tiff	OME-TIFF	103222754	57dec38f22ef109c8cd4936bc7b8cc50	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point50_combined.ome.tiff	phs002371_image	file	HTA1_254_5714014_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_254	
dg.4DFC/621dd1aa-7e68-11ee-8f69-c7388467c1cd	MIBITIFF_MBC_Point52_combined.ome.tiff	OME-TIFF	103222756	447c6ab3b1a2931e44d523ee87c605c4	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point52_combined.ome.tiff	phs002371_image	file	HTA1_254_5714016_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_254	
dg.4DFC/621df4f0-7e68-11ee-85c2-4f99ad1c38bd	MIBITIFF_MBC_Point49_combined.ome.tiff	OME-TIFF	103222756	fc864af561d222bb652e81e2e360a148	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point49_combined.ome.tiff	phs002371_image	file	HTA1_254_5714013_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_254	
dg.4DFC/621e1872-7e68-11ee-b1b0-df76547b24c8	MIBITIFF_MBC_Point51_combined.ome.tiff	OME-TIFF	103222756	4cec8d5ee79981f659e93bf5015525dc	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point51_combined.ome.tiff	phs002371_image	file	HTA1_254_5714015_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_254	
dg.4DFC/621e3d5c-7e68-11ee-8b16-478774fe3324	MIBITIFF_MBC_Point47_combined.ome.tiff	OME-TIFF	103222756	0f19f2045ed255b640d30caeddadc596	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point47_combined.ome.tiff	phs002371_image	file	HTA1_254_5714011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_254	
dg.4DFC/621e6598-7e68-11ee-9b3c-676ac906b7b9	MIBITIFF_MBC_Point48_combined.ome.tiff	OME-TIFF	103222756	f146a8b740e1799604225ff7b2577587	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point48_combined.ome.tiff	phs002371_image	file	HTA1_254_5714012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_254	
dg.4DFC/621e8956-7e68-11ee-8611-aba4d8e98404	MIBITIFF_MBC_Point42_combined.ome.tiff	OME-TIFF	103222758	3ae3c7a0bbeeb2cb942b3bbbf2a92904	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point42_combined.ome.tiff	phs002371_image	file	HTA1_313_9324011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_313	
dg.4DFC/621eacc4-7e68-11ee-a947-33ad638e45af	MIBITIFF_MBC_Point43_combined.ome.tiff	OME-TIFF	103222756	bef2a2fe6e37ebf84d425966ac8b5afa	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point43_combined.ome.tiff	phs002371_image	file	HTA1_313_9324012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_313	
dg.4DFC/621ed190-7e68-11ee-b82c-cbc045a2775f	MIBITIFF_MBC_Point53_combined.ome.tiff	OME-TIFF	103222756	dd2cf62b0356b9b70e91dc2d29c811e3	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point53_combined.ome.tiff	phs002371_image	file	HTA1_330_10824011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_330	
dg.4DFC/621ef594-7e68-11ee-aee7-2f29fd95a466	MIBITIFF_MBC_Point55_combined.ome.tiff	OME-TIFF	103222756	853edc0777b31886a2bd870811b2bf13	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point55_combined.ome.tiff	phs002371_image	file	HTA1_330_10824013_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_330	
dg.4DFC/621f19fc-7e68-11ee-9b52-03af554929c3	MIBITIFF_MBC_Point54_combined.ome.tiff	OME-TIFF	103222756	0595780bf608fa356528a1955fd810e8	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point54_combined.ome.tiff	phs002371_image	file	HTA1_330_10824012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_330	
dg.4DFC/621f3d6a-7e68-11ee-8fcf-6b4a73ff69e3	MIBITIFF_MBC_Point56_combined.ome.tiff	OME-TIFF	103222756	0dcc26470de966a2b3a528e69340a3a0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point56_combined.ome.tiff	phs002371_image	file	HTA1_330_10824014_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_330	
dg.4DFC/621f66fa-7e68-11ee-bddb-53d1d7068dd9	MIBITIFF_MBC_Point46_combined.ome.tiff	OME-TIFF	103222756	45b3a51bda7a72751d9bdc88186effad	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point46_combined.ome.tiff	phs002371_image	file	HTA1_364_13214013_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_364	
dg.4DFC/621f8afe-7e68-11ee-8ccc-df78cb5e25db	MIBITIFF_MBC_Point45_combined.ome.tiff	OME-TIFF	103222756	615d1e2b1d9b179052bfa3bfcc6fe4fb	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point45_combined.ome.tiff	phs002371_image	file	HTA1_364_13214012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_364	
dg.4DFC/621fae08-7e68-11ee-99ec-17bd956aaec0	MIBITIFF_MBC_Point59_combined.ome.tiff	OME-TIFF	103222756	d2354a296bc68e7635d1768160cb5eb7	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point59_combined.ome.tiff	phs002371_image	file	HTA1_514_67604013_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_514	
dg.4DFC/621fd19e-7e68-11ee-bbb0-4b36bf55b4e2	MIBITIFF_MBC_Point58_combined.ome.tiff	OME-TIFF	103222756	e0c75bd405eefae1216786750344ebaa	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point58_combined.ome.tiff	phs002371_image	file	HTA1_514_67604012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_514	
dg.4DFC/621ff82c-7e68-11ee-9e76-abfade8fa0bf	BPC-20-ZC-1879-2.svs	SVS	384287035	d740b1ff3b038012008f5ab2f844f18d	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/h_and_e_multi_assay_breast/BPC-20-ZC-1879-2.svs	phs002371_image	file	HTA1_514_6760301_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_514	
dg.4DFC/62201c6c-7e68-11ee-9f3c-3b11c8bd6259	MIBITIFF_MBC_Point57_combined.ome.tiff	OME-TIFF	103222758	c086e8ec534dae84cac9cebcc1e36b00	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point57_combined.ome.tiff	phs002371_image	file	HTA1_514_67604011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_514	
dg.4DFC/62204034-7e68-11ee-bf54-8fe4e657a41f	BPC-20-ZC-1879-1.svs	SVS	398560551	388865d6346d14bb38081d988ed5d3a6	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/h_and_e_multi_assay_breast/BPC-20-ZC-1879-1.svs	phs002371_image	file	HTA1_514_6760306_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_514	
dg.4DFC/622063f2-7e68-11ee-bd87-9f1e793f74c1	MIBITIFF_MBC_Point35_combined.ome.tiff	OME-TIFF	103222756	6d85a77d5961340279ad618628507489	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point35_combined.ome.tiff	phs002371_image	file	HTA1_516_41004015_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_516	
dg.4DFC/62208788-7e68-11ee-8102-3fee8dafc8f4	MIBITIFF_MBC_Point36_combined.ome.tiff	OME-TIFF	103222758	2088cf46f26087586241aac1b6a37ec7	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point36_combined.ome.tiff	phs002371_image	file	HTA1_516_41004016_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_516	
dg.4DFC/6220acd6-7e68-11ee-8401-c315ab942abc	MIBITIFF_MBC_Point34_combined.ome.tiff	OME-TIFF	103222756	bdb3acc9bcec611204f1ecb22c14933f	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point34_combined.ome.tiff	phs002371_image	file	HTA1_516_41004014_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_516	
dg.4DFC/6220d0c6-7e68-11ee-b9f6-837be4863a4e	MIBITIFF_MBC_Point31_combined.ome.tiff	OME-TIFF	103222758	b336ab7df79ad9cdd4bbd20afd7b2577	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point31_combined.ome.tiff	phs002371_image	file	HTA1_516_41004011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_516	
dg.4DFC/6220f45c-7e68-11ee-94b6-c746db0a3207	MIBITIFF_MBC_Point37_combined.ome.tiff	OME-TIFF	103222756	aee37cbffd93ec5002efeaa99a73dd78	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point37_combined.ome.tiff	phs002371_image	file	HTA1_516_67614011_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_516	
dg.4DFC/622117c0-7e68-11ee-a4a8-1bf13a1a35d6	MIBITIFF_MBC_Point32_combined.ome.tiff	OME-TIFF	103222756	c81d0a9c5b0d740f44080d567b946cd6	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point32_combined.ome.tiff	phs002371_image	file	HTA1_516_41004012_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_516	
dg.4DFC/62213be2-7e68-11ee-a8c2-abfd76678017	MIBITIFF_MBC_Point33_combined.ome.tiff	OME-TIFF	103222756	b0df583b685e0ea8d796a0a8520b2d0d	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_level_2/MBC/MIBITIFF_MBC_Point33_combined.ome.tiff	phs002371_image	file	HTA1_516_41004013_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA1_516	
