id	participant.id	sample.id	associated_id	data_location	domain_category	domain_description	repository_of_synonym_id	synonym_id	type
01b32aa5-93e7-5fc8-acdf-1fa28b8e9dec	0ab73703-0c83-581b-8d45-1ec63b4fadb1		4645402				dbGaP	4645402_dbGaP	synonym
01be68c4-cebf-5350-b187-f190b45e05ed	7c636cdc-fc20-54cc-91c1-857b9b9c3972		4414372				dbGaP	4414372_dbGaP	synonym
01bf5016-93a9-565a-b6f4-15d1c3dd7f58	e9233aee-6225-594d-a5b9-fd3a03a35349		PBBSWG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBSWG_USI	synonym
01c81163-c2e6-5570-9048-9e503fca065a	15c2948e-14eb-5d9a-88f9-20687243f9e8		4636813				dbGaP	4636813_dbGaP	synonym
01cbdfd8-b971-5304-90f6-2394640e450a	a00403ba-8424-592a-85c9-47c7bb4c38f7		PBBUMH	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBUMH_USI	synonym
01dd913c-84bd-5b7c-b5e8-117e26c18b1c	6128e5ee-6bba-58c8-ae98-37300cd54cb8		PBBZPR	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZPR_USI	synonym
01e61553-ace5-52fa-89c3-5ef99c65e1aa	fc0a85e5-48b6-5639-a555-fcfebe3d5ef1		4616745				dbGaP	4616745_dbGaP	synonym
0204c7da-0adf-56b4-87b5-eeb827c98c27	aeb335ab-753e-5bd1-b5ed-07b58ed81fbc		PBBTED	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBTED_USI	synonym
020a8fee-97cb-50d0-b6f3-9c21fb6b75db	c96fade1-28eb-58dd-922c-9329cc194151		PBBVND	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVND_USI	synonym
021147da-1bf2-5f21-a728-edc9874331b4	f31dd126-fc87-50d0-95ef-1798d5606d88		PBBUPW	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBUPW_USI	synonym
02154eb1-7906-5b73-be3d-86c2f092332c	a4b45248-7c73-52f6-b5fe-c1fc14ff836d		PBBJJX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBJJX_USI	synonym
0218b53c-bde6-5b7f-b5df-cf55d344903a	c3c0c73b-0c6e-59fb-b445-38d2d1dd80c9		4328946				dbGaP	4328946_dbGaP	synonym
023dc6f4-65a2-5961-b179-69111801f565	3f8caf8a-a726-5966-a01d-79f7d0ee2a44		PBBZHP	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZHP_USI	synonym
025d8db1-b4f5-53b1-9eba-f85c5e783f88	7966089e-afc1-5b2e-abbe-81896ef81967		PBCHMS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCHMS_USI	synonym
0279b6cd-2ca5-5871-ae95-1d1c85b81d85	e9a79aa3-ce55-50b3-b088-9fdece8856c0		PBCCXL	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCCXL_USI	synonym
0281683f-5709-5e45-ac15-c6bd4ff4f5dc	fbdc4de4-3bbe-528f-9ea2-373a80fce21d		PBBUZK	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBUZK_USI	synonym
02903a00-d00d-526f-8947-d61849c1550b	56a6bfae-db41-5271-97fc-9c89f77de55d		4660567				dbGaP	4660567_dbGaP	synonym
029b21e7-dc58-57a7-bbf4-cab04b0ec5bf	1a70e3f8-64b3-5f39-8a8b-ee235ac3a5a1		PBBXHT	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBXHT_USI	synonym
02a23a18-232b-5b8b-a356-e79c9b13a036	d26cedd1-6f1e-5e75-b3eb-928a811e88be		PBBSTU	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBSTU_USI	synonym
02a411d8-25f1-54b3-bf99-d8dc6b092e5d	9888d1ae-6e7f-5069-9651-c7265fdeb50a		4645513				dbGaP	4645513_dbGaP	synonym
02b68458-a353-5624-ac7b-83cee89c7abc	d60c5b54-a6e5-5510-88f7-7d7bbc6b2bef		PBBVMK	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVMK_USI	synonym
02d5c6b4-ea89-58e6-b773-1520208d4400	ae84720e-a012-5ff0-9b73-38a8070abd20		PBCGAA	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGAA_USI	synonym
02db933b-7d17-5023-9f1a-4d404626ca3a	2b9f1e3a-816a-505f-8324-2b9ad5a1dc41		PBCFZC	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCFZC_USI	synonym
02ef9338-7b4c-5ab0-afbb-cdefafc1c1e3	3e0f07dd-ab3b-59db-af54-3c4a064c747b		4660617				dbGaP	4660617_dbGaP	synonym
03081be8-cf5c-569b-bd96-6807cfc31265	667a383a-7a2a-530f-8b5c-c18f7237f023		4686450				dbGaP	4686450_dbGaP	synonym
03105369-564c-54e1-8c39-0c28a3f70c1b	b4f59cf9-2661-5559-9b73-86178a0f9e66		PBCDFA	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCDFA_USI	synonym
031a81eb-a62f-5415-9122-e561f91761ac	de852573-b9d3-5b3e-b376-6c6c1c088c6c		PBBKGV	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBKGV_USI	synonym
031c3c17-8b06-5169-903d-1db7bbbc03d6	d0c51224-c8aa-58b8-bfb8-8f373ebf1d99		PBCFUK	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCFUK_USI	synonym
0329af25-1706-5123-a57c-49df29bf69f9	ada6aad9-68b3-5aac-9c58-382b76c2a649		PBCBZY	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCBZY_USI	synonym
03314a09-022d-514d-898a-d2c776321986	e27f3221-5e79-5360-9cd6-2a387cf5d3b8		4636807				dbGaP	4636807_dbGaP	synonym
03470191-7311-5648-ae50-b8d8d7f0d63c	f8fe5f6e-8891-57d0-9e93-f385a5c14f3e		PBBXMR	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBXMR_USI	synonym
034a6748-dbd4-5879-95fb-b4b576eb083e	6085586c-8a5e-5455-b33e-a649f3c05973		4686523				dbGaP	4686523_dbGaP	synonym
0357a70a-578c-548d-b59d-2765d9241206	0e256c48-5ed2-551b-a9fb-24e395d9d711		PBCFFX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCFFX_USI	synonym
03702292-a01a-5517-a022-f3c09b4e30d9	bc363b81-4b88-506c-9aa4-43f9835a2eb2		4394956				dbGaP	4394956_dbGaP	synonym
03713c5f-0a8f-5fde-8373-f18a15a06d7b	588460b8-2e8e-5140-a5f1-c56460cfe034		PBCEUP	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCEUP_USI	synonym
03722bae-4791-58b8-92d5-adcec5ddbd2d	aa0a53ab-49a7-5b57-8b05-2cbcfcb406f3		PBBKEC	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBKEC_USI	synonym
038a544f-c3e8-5c3c-93c2-ee49b76950ef	43c6450a-f4e7-53d0-a8b7-b4efaecd9d1d		4686517				dbGaP	4686517_dbGaP	synonym
03ada9b2-c5d0-5720-a9ef-bcb3e3139172	8e8f592c-e0d3-5eeb-92ba-3a573f020372		PBBSCI	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBSCI_USI	synonym
03cab2fc-4ea9-597c-ae2a-0aefaa3bd393	b0d64622-3937-5906-ad3b-cd8120e747c0		4328845				dbGaP	4328845_dbGaP	synonym
03dd3f53-5244-5979-bf69-7beb1d1d114d	7b43d1e7-3d1a-5d9f-95d2-790774c3cbfe		PBCBFW	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCBFW_USI	synonym
03df7e9a-994f-5886-8e64-ab1bd083c1d0	681cd4fe-836f-5f54-bba5-7353de7a9edb		PBBVLZ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVLZ_USI	synonym
03e0c2ca-7aef-5a95-a9e3-7eed6d687586	75cea3ca-8f9a-599f-91f5-b170f6a083c0		PBCINB	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCINB_USI	synonym
03fe2edb-9fea-5aed-9de3-698dc07a9763	f95efd3e-2d06-54ef-a962-5f0456dda43b		PBBTFD	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBTFD_USI	synonym
04064d61-7325-51ab-b2f6-0398ae843e06	bc319106-9cb7-5fec-8fec-345cc08d0904		4340430				dbGaP	4340430_dbGaP	synonym
0412f179-e6d9-58df-bf81-0f2409fbb59a	9a9d7f24-f851-5d79-857f-8e324221d9b2		4645448				dbGaP	4645448_dbGaP	synonym
041cf727-b6a4-504d-a3c9-2fdd6d537b08	c09ac565-0625-56e8-bca9-f24b14c639ea		PBBVZZ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVZZ_USI	synonym
041e4235-4712-51fa-8c5d-0435a5d4afda	c4eaae74-384c-579f-a8c2-5cb9886e256d		4394834				dbGaP	4394834_dbGaP	synonym
041f4086-2b28-5eb0-a799-4bc4070c0e2b	1cd84215-c028-5933-bf88-7d414725f25f		4452337				dbGaP	4452337_dbGaP	synonym
0431be81-c6bc-584f-b327-5b696bfb146a	6067802c-bcda-5a1f-896b-6b5312f11b5e		4660514				dbGaP	4660514_dbGaP	synonym
0431e6de-e4dc-5b88-8977-c2cc94c8cb30	032b0d27-c1d4-5d0e-932e-ae440a220209		PBBSWP	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBSWP_USI	synonym
043ac9f6-436d-5986-9104-d70891cfdd2b	7ae0c34c-5ad1-5be7-ab19-763249932b11		4329009				dbGaP	4329009_dbGaP	synonym
043b2429-51fb-5c43-81a6-1f5f26397f76	106e8b53-c5b9-537e-b1c1-c69d152665fb		PBBRBS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBRBS_USI	synonym
0449493a-8f93-5221-8485-51b36bff0a96	d2f94cf4-ced6-5d0e-8265-2112a39fbc7e		4414320				dbGaP	4414320_dbGaP	synonym
044b8402-8a1b-563a-9864-8c86902a4e76	9c1b8ecf-6673-5255-a29b-1eb15f1a63a5		PBBYRS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBYRS_USI	synonym
0462d6dd-76d8-5eef-beb5-406a1be177b1	f661491d-a83e-565c-8c8f-c3ddbd68e76d		PBCGFJ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGFJ_USI	synonym
046ab084-5bdf-5b5c-89a1-eee7a69f8684	00d0cb22-4036-56fe-93d0-b83b15631c7e		PBBTCE	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBTCE_USI	synonym
046c1fe0-a591-51e9-bdcc-f5f58150af48	31961603-fc06-54a4-bf8b-5ebfc5436ccd		PBBVVI	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVVI_USI	synonym
04949b39-c0c8-5057-9570-07ad8320883c	bb69a06b-8c71-5780-8dee-b879cbeb2d1c		PBCHMG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCHMG_USI	synonym
049b0e67-8ef4-5f4a-9c3b-bd42ff7eb093	982e655c-6a05-53f9-85ce-f323d1b9105c		PBCABJ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCABJ_USI	synonym
049ba80a-9f24-528c-ada2-9bd994a502f6	e79a6411-759e-53bc-ab6f-bec70e4bd763		4360245				dbGaP	4360245_dbGaP	synonym
04a61017-6f59-5b48-9e83-754bce1ed73b	d67a846f-a63a-5aee-97a8-468023509e90		4328905				dbGaP	4328905_dbGaP	synonym
04ab50be-29a2-56b6-afa7-4c7623981a46	84d7ea71-4a2e-51d8-af21-30b520056996		PBCDRC	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCDRC_USI	synonym
04b4215c-9f11-58a9-a9f6-f444f43bf03c	9f387274-bf82-53b4-b3c3-b24c683b9890		PBCAMK	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCAMK_USI	synonym
04c983d9-8160-5ada-a34d-7611cb615f2b	9041a36f-9bb4-5864-b997-1be48e8c89e0		PBBRLS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBRLS_USI	synonym
04cdc176-d848-57b9-9717-27cd7db73b49	459b1f09-ae39-5e31-8092-ca009cb2ef44		PBCEHX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCEHX_USI	synonym
04e5c23b-4d42-59ae-8236-9c3d85a4a5b7	f0b09afe-7970-5cc8-ae60-c26ed096012b		PBCGNX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGNX_USI	synonym
04f1eece-29c0-523f-8c30-228661e1451d	80810972-484f-5088-ad50-c82628a52328		PBCEZB	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCEZB_USI	synonym
04f23c39-1dd5-59a3-b76c-e458f8f59f51	b32653ae-4b96-5825-9930-e4491cb3a043		PBCFPG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCFPG_USI	synonym
04fe58a5-e737-5275-8a6f-90864139741f	63e972dc-e46d-51e0-8b32-89180e1a7948		PBCHKE	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCHKE_USI	synonym
0505fd1d-d312-5a13-afbe-3f2be3aef4af	cb8c5abd-255b-515c-b5d1-c9318c8ec603		4645557				dbGaP	4645557_dbGaP	synonym
05107ae4-3568-5e0b-8a9c-c2d3c1b28ac9	ce13e765-01c7-5ec0-aa8c-49c0c880d240		4660547				dbGaP	4660547_dbGaP	synonym
051f4749-91c8-562c-bc3b-b9565e279730	3fc6827a-c970-51e1-bded-85131c913a21		4329008				dbGaP	4329008_dbGaP	synonym
0527f254-3099-5cb7-b2a6-fd25cef9a410	484d6ca8-6b75-5e1d-9d5a-2b7ab9760086		PBBPVS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBPVS_USI	synonym
052959f9-f7ac-5b77-aa7a-2e355bdae8a7	984a133b-360f-54b0-8251-5eb5e7dce8a7		PBBMVY	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBMVY_USI	synonym
052f2680-7342-5533-9ce4-a4382f9ec3ee	754d5692-1e21-52b3-a339-74f3a297eaf1		4328801				dbGaP	4328801_dbGaP	synonym
05536f3e-ecd2-58c3-9473-16e98c3b8be2	dca22483-837e-5145-9a1e-b04149fc2f19		PBCJKR	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCJKR_USI	synonym
055c3212-be85-543d-a2bb-ce91b4320b0a	46301ad5-ec02-5bbe-9c1d-1840010c22af		PBBWIB	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBWIB_USI	synonym
0573ce50-d9d5-5fbb-b79f-a12660a9bef5	5c31f35e-ca2e-5fa6-8067-c2c3cca137ff		PBCAEC	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCAEC_USI	synonym
0590cfe5-9552-5a2b-9507-574cc3ecf27d	178023d1-c00c-5a03-b0fe-148e5985e71d		PBBUKM	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBUKM_USI	synonym
05a6fee5-c74a-54a1-a0be-e2749711484a	fba74560-f731-5950-b84c-95d2b5ece48c		PBBWBP	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBWBP_USI	synonym
05add687-e43c-5935-bcf8-3c6bf37cf336	fc04a356-5cef-537e-b485-2b29e0b8b0da		4329018				dbGaP	4329018_dbGaP	synonym
05c51387-71b0-5111-828f-534c4ce5b521	35c043d9-cbc4-561d-ac27-17a4966de48c		4636886				dbGaP	4636886_dbGaP	synonym
05d27e30-fbd6-59a3-9075-994b853105ef	f94027d8-7648-5e54-891a-82e806764689		PBBWYG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBWYG_USI	synonym
05e4ef42-394f-5cd1-9b84-2720202b114f	5914ef06-0952-5687-b6ba-c8b1d9bb35fa		PBBZJN	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZJN_USI	synonym
05e959a2-d21b-5c51-a6ec-840a337dd4f8	c51415ee-0765-57ce-affe-2c5d2df556ad		4433446				dbGaP	4433446_dbGaP	synonym
05f931d2-e8a8-5e07-94fe-87683ecc475c	27ed0f98-a855-5364-a633-85bc636deb7a		4452346				dbGaP	4452346_dbGaP	synonym
05fd3c63-cdb6-5995-bb5b-683661abe8be	b5e1be7c-141d-50c1-9e62-fd24452c6209		PBBPKC	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBPKC_USI	synonym
060eb921-e34f-5aec-b19e-fdb598a25157	24796252-04f1-5001-b1d0-57678cca8012		PBCENU	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCENU_USI	synonym
0611593a-cc9e-5ecf-b120-15f89d52ba43	02cb481c-4694-5c9d-af50-b60c12dcce7c		PBBPGJ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBPGJ_USI	synonym
0613cecc-7588-5e1e-b049-6876b1c61049	80615d51-9589-5de9-afaf-589c6b5db1ee		PBCHFU	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCHFU_USI	synonym
06196cdc-18d0-5b6d-8cc7-2e6e2adfca38	874dcef2-d427-5798-bdfb-d9c628de0750		PBBSKD	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBSKD_USI	synonym
06199d48-a73b-5c48-971a-71f48bb8b848	9c00ecfb-eb77-5e65-840c-15e2f6817162		4660595				dbGaP	4660595_dbGaP	synonym
062f8f2e-62d7-5f8f-b167-9534a142d58d	3684d567-d81c-5b7b-b469-53b8b3fa9c8e		4660506				dbGaP	4660506_dbGaP	synonym
06330535-ec8d-50da-859f-6482811bc6b8	09799cbc-ba6e-5403-9639-80438b7ede9b		4622068				dbGaP	4622068_dbGaP	synonym
0649aa62-84f1-5eb5-b838-4ee86c7c9e18	e53a1030-7493-5a82-bf07-2766f294e98f		4329052				dbGaP	4329052_dbGaP	synonym
068337b9-dd4c-54f9-b93b-fa967f40cc27	5fedf692-0ad6-5313-86c9-e7b6802fde19		PBBZFI	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZFI_USI	synonym
068ff7d6-097b-564e-8343-91aa3d9167ac	5030c21c-8778-52ab-a98d-907e205f1ba9		4360273				dbGaP	4360273_dbGaP	synonym
06c082f3-5435-565d-861b-7902630dd4a0	6700ab73-08b4-5dc3-95f8-7015124f29b2		PBBVAK	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVAK_USI	synonym
06cb7b24-98c8-5851-9f24-4d2ad6a3349c	7c636cdc-fc20-54cc-91c1-857b9b9c3972		PBBVNT	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVNT_USI	synonym
06d6acec-5d9b-5d09-89e4-d92ce85be385	51f9f85c-a0a9-5f67-a3fd-b8eb2539870f		PBBXMV	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBXMV_USI	synonym
06e5c3ad-3a5b-5135-bd1e-43ea585a0150	7899b238-d449-5d7e-8638-8c517d2cd290		4636822				dbGaP	4636822_dbGaP	synonym
06f7a663-82e8-55f5-ae40-5416e898fc78	ba6f6dfb-3921-5bf0-bc0d-27e21f38a7ee		PBCHAS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCHAS_USI	synonym
06fea0ec-d178-538d-ba73-f389b567adec	f07ba157-e857-5136-9087-59e69f3265e1		PBBUNX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBUNX_USI	synonym
