reference_genome_assembly	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_strategy
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/8317b494-2a6c-436d-88a7-4f75a2cd628f	dg.4DFC/8317b494-2a6c-436d-88a7-4f75a2cd628f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/dbde814d-40d6-484f-b414-7a265d12b3c9	dg.4DFC/dbde814d-40d6-484f-b414-7a265d12b3c9	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/d8ca0520-d201-4444-8f43-da31db2820b3	dg.4DFC/d8ca0520-d201-4444-8f43-da31db2820b3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a66c3541-5b32-42de-ac0a-730b198fd870	dg.4DFC/a66c3541-5b32-42de-ac0a-730b198fd870	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a1ef5a7f-dda5-4e81-8114-7789ab45ca75	dg.4DFC/a1ef5a7f-dda5-4e81-8114-7789ab45ca75	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2a8df1cc-7105-4485-ae92-452e96105a83	dg.4DFC/2a8df1cc-7105-4485-ae92-452e96105a83	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/7cbc17fe-7f25-47d0-b18f-6b35f0fbd5c0	dg.4DFC/7cbc17fe-7f25-47d0-b18f-6b35f0fbd5c0	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b6920b13-4ce0-4251-a3ba-a0dc2453b4a6	dg.4DFC/b6920b13-4ce0-4251-a3ba-a0dc2453b4a6	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/5ede4562-5d79-4746-9d6e-12c46f675f93	dg.4DFC/5ede4562-5d79-4746-9d6e-12c46f675f93	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/bbfbf6f1-cdeb-400e-913d-83e347ad8061	dg.4DFC/bbfbf6f1-cdeb-400e-913d-83e347ad8061	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/c99e64f5-f8b7-49b7-8e1d-6fc7114c90fd	dg.4DFC/c99e64f5-f8b7-49b7-8e1d-6fc7114c90fd	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2e0bbe87-a8b8-4778-bd42-4e0765b38805	dg.4DFC/2e0bbe87-a8b8-4778-bd42-4e0765b38805	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/43df654d-79fe-456e-82e4-94ebdc855875	dg.4DFC/43df654d-79fe-456e-82e4-94ebdc855875	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/c0c377de-69f2-46d5-97e0-f1bce4400352	dg.4DFC/c0c377de-69f2-46d5-97e0-f1bce4400352	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/bfe8c73d-5249-4d6a-8402-c64e96ee9ab3	dg.4DFC/bfe8c73d-5249-4d6a-8402-c64e96ee9ab3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/8b4cce51-bca0-4f03-a694-4a26465d90eb	dg.4DFC/8b4cce51-bca0-4f03-a694-4a26465d90eb	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/0fa2ba0b-a731-419a-9f24-e16a31b7f4bc	dg.4DFC/0fa2ba0b-a731-419a-9f24-e16a31b7f4bc	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/24e68381-d6da-43f4-8a85-adafb2385a9a	dg.4DFC/24e68381-d6da-43f4-8a85-adafb2385a9a	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/967eb061-31f3-4c48-96f8-87dcf08ec881	dg.4DFC/967eb061-31f3-4c48-96f8-87dcf08ec881	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/df34ff61-9548-4fb3-a2b9-e2c478072067	dg.4DFC/df34ff61-9548-4fb3-a2b9-e2c478072067	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/504bd704-47a5-4992-9bff-709200ca3721	dg.4DFC/504bd704-47a5-4992-9bff-709200ca3721	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/ba7fcb51-c12f-4609-9856-b1a8d22f8b5c	dg.4DFC/ba7fcb51-c12f-4609-9856-b1a8d22f8b5c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a7f9e256-eb9e-4946-88a1-00516eb68074	dg.4DFC/a7f9e256-eb9e-4946-88a1-00516eb68074	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/bd6471e9-f177-402d-a93e-875875cd6da9	dg.4DFC/bd6471e9-f177-402d-a93e-875875cd6da9	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/095beab4-095e-47bd-9780-6df7a706ebf3	dg.4DFC/095beab4-095e-47bd-9780-6df7a706ebf3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/d36f5c39-d1c2-4317-a5b0-6651e4c62db3	dg.4DFC/d36f5c39-d1c2-4317-a5b0-6651e4c62db3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/afbcd24c-5c70-4faa-92ca-3374cc5decf8	dg.4DFC/afbcd24c-5c70-4faa-92ca-3374cc5decf8	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/0cae0bdc-14e2-442a-b45c-dec0391edfad	dg.4DFC/0cae0bdc-14e2-442a-b45c-dec0391edfad	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/4e2c2dc9-f705-471a-af39-ca096815b88b	dg.4DFC/4e2c2dc9-f705-471a-af39-ca096815b88b	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b3d33461-0a09-4a9a-a9d8-5674da539435	dg.4DFC/b3d33461-0a09-4a9a-a9d8-5674da539435	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a380b0b8-0b47-4862-b776-6f70b5374323	dg.4DFC/a380b0b8-0b47-4862-b776-6f70b5374323	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/63b853ad-0640-4559-a76e-4a1686f769ce	dg.4DFC/63b853ad-0640-4559-a76e-4a1686f769ce	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a4f70f8b-f2d4-4e10-bf47-5a7357308dff	dg.4DFC/a4f70f8b-f2d4-4e10-bf47-5a7357308dff	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2466dfef-9628-4bcb-a4ec-d7cb3851759e	dg.4DFC/2466dfef-9628-4bcb-a4ec-d7cb3851759e	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/7d1e466a-13b8-4b24-b558-d2f451139fe8	dg.4DFC/7d1e466a-13b8-4b24-b558-d2f451139fe8	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/6ed9dfab-9555-46a1-94ba-49b830c6f506	dg.4DFC/6ed9dfab-9555-46a1-94ba-49b830c6f506	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/6af181fa-b3c5-40fc-ab5f-d1b98971dd2c	dg.4DFC/6af181fa-b3c5-40fc-ab5f-d1b98971dd2c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/8f30c383-a445-483e-ab1a-c05b14e3c516	dg.4DFC/8f30c383-a445-483e-ab1a-c05b14e3c516	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e02189ad-0ab0-46de-b342-838ac8a513df	dg.4DFC/e02189ad-0ab0-46de-b342-838ac8a513df	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/00a45fcf-5e32-4ea2-91f4-d097ca6cdb3a	dg.4DFC/00a45fcf-5e32-4ea2-91f4-d097ca6cdb3a	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/c2398e71-ce3c-4874-9894-9b6715b492b6	dg.4DFC/c2398e71-ce3c-4874-9894-9b6715b492b6	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3ede99c2-bdd1-4fbb-9041-c7f31a9ec5a6	dg.4DFC/3ede99c2-bdd1-4fbb-9041-c7f31a9ec5a6	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e2cf61be-f7df-40fc-9755-68ccce1bd9b9	dg.4DFC/e2cf61be-f7df-40fc-9755-68ccce1bd9b9	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/d801c8fa-3069-4ed6-8ce2-8d04c9f1ea97	dg.4DFC/d801c8fa-3069-4ed6-8ce2-8d04c9f1ea97	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/eb8e2833-fba5-4964-bd03-21eea141e365	dg.4DFC/eb8e2833-fba5-4964-bd03-21eea141e365	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/af7b6bea-1ee6-4525-8dd3-8da81a30f9ca	dg.4DFC/af7b6bea-1ee6-4525-8dd3-8da81a30f9ca	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/494db2c7-04ec-40de-9cfc-11e435d1703f	dg.4DFC/494db2c7-04ec-40de-9cfc-11e435d1703f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/df0ec54f-8849-423a-9eb3-ae9b1f10735c	dg.4DFC/df0ec54f-8849-423a-9eb3-ae9b1f10735c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3937389e-3cb5-4794-9af1-881c36960d23	dg.4DFC/3937389e-3cb5-4794-9af1-881c36960d23	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/6c45164e-1245-4da5-b030-b03f44484bf6	dg.4DFC/6c45164e-1245-4da5-b030-b03f44484bf6	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/68065a4e-5903-4e1a-9e46-a26319b282f8	dg.4DFC/68065a4e-5903-4e1a-9e46-a26319b282f8	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d78dc6f-61ec-4dc6-a509-1539f521a79d	dg.4DFC/9d78dc6f-61ec-4dc6-a509-1539f521a79d	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/7c1584f1-3bc3-4ffe-99eb-5c5fb4e56326	dg.4DFC/7c1584f1-3bc3-4ffe-99eb-5c5fb4e56326	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/4eef96e8-50b7-4e7e-8c6f-29ce85edd507	dg.4DFC/4eef96e8-50b7-4e7e-8c6f-29ce85edd507	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9fff489e-7c23-49af-9c81-cc7b8f65348c	dg.4DFC/9fff489e-7c23-49af-9c81-cc7b8f65348c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e27ae57e-8449-4147-a253-7e4b1a19a794	dg.4DFC/e27ae57e-8449-4147-a253-7e4b1a19a794	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/48301b44-b42c-43a4-8903-f49a8f869842	dg.4DFC/48301b44-b42c-43a4-8903-f49a8f869842	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/0227c87b-4444-4188-b372-77a804229c77	dg.4DFC/0227c87b-4444-4188-b372-77a804229c77	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2cfb312b-04ab-43ee-9d15-2d054398f604	dg.4DFC/2cfb312b-04ab-43ee-9d15-2d054398f604	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/d2c2b56f-1bc7-478d-8ffd-47608cfd61ed	dg.4DFC/d2c2b56f-1bc7-478d-8ffd-47608cfd61ed	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/f44042b9-ddf0-4a81-881b-5e8b65f86d4e	dg.4DFC/f44042b9-ddf0-4a81-881b-5e8b65f86d4e	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/14ea8448-a042-44a5-aebe-43e63fff8ab5	dg.4DFC/14ea8448-a042-44a5-aebe-43e63fff8ab5	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/6d88d8b5-e5f0-42f5-80e5-2b2e7954f65f	dg.4DFC/6d88d8b5-e5f0-42f5-80e5-2b2e7954f65f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/d03fc5bb-bcf8-46cb-9100-14451c58e6b1	dg.4DFC/d03fc5bb-bcf8-46cb-9100-14451c58e6b1	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/130c6537-e74e-403e-887d-de303ed6c587	dg.4DFC/130c6537-e74e-403e-887d-de303ed6c587	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/bce9abfb-681a-46a4-9dbd-01a6a98e2f9f	dg.4DFC/bce9abfb-681a-46a4-9dbd-01a6a98e2f9f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/bc26ecc9-521d-470d-95ea-f875c37a3a5b	dg.4DFC/bc26ecc9-521d-470d-95ea-f875c37a3a5b	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/1e0ffe34-70f5-4f2e-8f31-d9d80f0cf02c	dg.4DFC/1e0ffe34-70f5-4f2e-8f31-d9d80f0cf02c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/7ffe14e6-492b-4095-9dbc-f337e35c46b8	dg.4DFC/7ffe14e6-492b-4095-9dbc-f337e35c46b8	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/7d512b67-e5f0-4a9b-8a3c-480b37edaf81	dg.4DFC/7d512b67-e5f0-4a9b-8a3c-480b37edaf81	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e42a6c03-3aa5-4d8b-948f-d8e11e82d1b1	dg.4DFC/e42a6c03-3aa5-4d8b-948f-d8e11e82d1b1	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/ae378d2f-1740-49d5-bea8-0c9c74019b18	dg.4DFC/ae378d2f-1740-49d5-bea8-0c9c74019b18	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/70d0c60a-618f-415f-8867-0674d495a53e	dg.4DFC/70d0c60a-618f-415f-8867-0674d495a53e	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/7afc917f-d00c-4960-a9f6-ceebaecc90bf	dg.4DFC/7afc917f-d00c-4960-a9f6-ceebaecc90bf	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/96100d00-3022-4d5b-9e91-4dda5f4784fc	dg.4DFC/96100d00-3022-4d5b-9e91-4dda5f4784fc	Not specified in data
