guid	md5	size	acl	authz	urls
dg.4DFC/0ace632a-1735-582a-b1e6-de34248e5040	0a1100789f2918fe79d3065d404d06b3	4192485815	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096168_2.fastq.gz
dg.4DFC/0b417a35-ea00-5ce1-b010-eb3d24cc1cac	a3023fd41c582ab46cf7c34c1aaecbda	7422866874	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102058_1.fastq.gz
dg.4DFC/0b6a280a-fbba-5f8b-b27b-edd8adcb69f9	1a53137182bcdfd646eb9e13e0607d4d	4791329924	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102113_1.fastq.gz
dg.4DFC/0b6fd349-35ac-51de-9a4b-7cddb436c88f	8c5eb38a69dd6edc965554b520093085	7476612318	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102097_1.fastq.gz
dg.4DFC/0b9bd213-30fe-5b43-bf7b-c8cba9b6e4e2	d6524cefd5ae60d9de592efb8eb3ec28	5053670962	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099673_1.fastq.gz
dg.4DFC/0bba02da-4f38-580b-a1c3-495a9c66a4d3	0502d95dd3fff3d24923851e2530b1a6	3253885660	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096163_1.fastq.gz
dg.4DFC/0bcb1a9b-20b5-5aca-9d8b-aa2937d90b24	ee2194c493a59f380a911bc5474684f0	3274491676	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096178_1.fastq.gz
dg.4DFC/0c5c1c7f-94f2-5bbb-a8aa-c5fd75775a56	09f3c4a206f9c947efa764de5a5d4ce1	8347768840	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101991_2.fastq.gz
dg.4DFC/0c7ec500-08d4-5efc-8370-a5a4b90e2125	58cd9b47413e45c18d79033852dcd7c1	7781496279	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102060_2.fastq.gz
dg.4DFC/0cab7939-f278-5c0e-a170-ae629bbafa7d	c254124ce0d32edcfceeaafe5fc587e2	5525075293	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101996_1.fastq.gz
dg.4DFC/0d059c3a-4b09-587f-a719-d04db704f1f1	5df286032bd02b99be7754b255144255	4551470785	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098089_2.fastq.gz
dg.4DFC/0d9632bf-ba82-5ade-ab5c-3876ff90a1f1	092d6ac72f634843faee1c976f1cfb62	5564224366	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102024_1.fastq.gz
dg.4DFC/0e4a3832-3694-5f37-84bd-623a37eaf5e1	eadf72b1368249fc39210a97c1af412b	5993196219	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099612_1.fastq.gz
dg.4DFC/0e4dc1b9-5479-581e-ab90-d5d81024f1e8	ecdac0719b7cbf026158dd388da134c4	4380196588	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099682_1.fastq.gz
dg.4DFC/0ef013eb-52d6-5746-ac1b-ee2e707d2693	158f019c89100f573728e09b5c78cfce	5161683151	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102964_1.fastq.gz
dg.4DFC/0f0dc119-55bf-54ea-8a18-f81377dce613	50c1031e1f1ae038793d10e2502e0c9f	6055240613	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102064_2.fastq.gz
dg.4DFC/0f29c873-b58d-5063-9e8b-87f2f1c76fee	3ff463adb0b8fc32fb11d38e411b8316	6055617015	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098103_1.fastq.gz
dg.4DFC/0f54a2fb-97c3-53b2-9448-ad9a930949cf	31bd69b39a4c26f42d6adefb33712b45	3167798577	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098057_1.fastq.gz
dg.4DFC/0f6688c0-9c59-5cbb-9f9c-c8098450c213	6eea2f97a6ab74fb50616a079f55bf38	3267590987	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102122_1.fastq.gz
dg.4DFC/0f9b9d23-d082-58e6-8f78-91c596494f56	fc6c159f090facee695271207cbb94d3	5513812203	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099700_2.fastq.gz
dg.4DFC/10052635-9e72-52ce-8132-a723de36f5ec	4b05826158b889be3167b1387666dbe6	4770838537	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102954_1.fastq.gz
dg.4DFC/100b5a9a-093e-577f-ab8a-3775006eee2b	862f0897cfd412b12860ed3bf724938a	5386308012	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098072_2.fastq.gz
dg.4DFC/102f2202-3a12-58c6-9f93-1dc74bdcc657	f7006da95f3f205277f6bfe40152f44f	5410387050	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099656_1.fastq.gz
dg.4DFC/105642ed-3bfe-5f7b-b3a3-c7b1b0a82638	b34fe56b180202134859c50575cbd500	5480110122	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102942_1.fastq.gz
dg.4DFC/107effbb-981d-5bbc-9fd1-a1de87e9c594	3adf511e1b345c5c37847771a552adb7	4451626557	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098058_2.fastq.gz
dg.4DFC/1093eedd-e437-5803-9e9a-da1281f8c5d7	df51d740d43ee6bc795694c65b24c955	7727771492	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101989_1.fastq.gz
dg.4DFC/109e58c7-dc20-5ca9-b554-a6f1aee0ab90	d1ff4e78b9ddcc963238fcb31947d651	6406854256	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098104_2.fastq.gz
dg.4DFC/10e6970b-34a2-55cf-bfd3-1e70f904f693	ef0fb13c0a297a74bb7e9507e93ee8ea	5928719862	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102043_1.fastq.gz
dg.4DFC/1103bc12-c312-4ec0-8762-57d1bd5a3315	800e4daf78d6c046a79f6b12f6440631	29731	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/03-T-KPT9274-LN-A.RCC
dg.4DFC/110f5030-8358-5995-8263-26429f579b3a	3de3f9a906453f1a7cc2d1877b736310	6545078231	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102003_2.fastq.gz
dg.4DFC/112bcdf8-0839-59df-8eb7-21dca0f812bd	0314c21751c4bb63fc0b56474e03ff9a	4996680957	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14103074_1.fastq.gz
dg.4DFC/11a840a7-b1ef-5071-9fed-91a43c785530	aad06048f435bff82d2631d169911358	7877227047	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102099_2.fastq.gz
dg.4DFC/11b60826-fdc6-5d29-8779-34d792e3e349	55900fe1e5e3b793d1cb1d4f3be075bd	5846651447	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102970_2.fastq.gz
dg.4DFC/11c882bf-6fb8-5125-a3b1-795d687d9900	479c4cc0f634455e0282625e38f394f1	4194956616	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099637_1.fastq.gz
dg.4DFC/1201dd89-767d-578b-af21-f8dcf735d35a	bd65772f13d31189a7d7b8f7a0aa7e88	4811628778	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098067_1.fastq.gz
dg.4DFC/121cdeff-e6f9-51fb-b4c6-d0dac52762b3	d64a738268721a8f4711d7275114bec2	5410416553	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102120_2.fastq.gz
dg.4DFC/1285837c-20f1-5b7a-a71a-6ba170dd970e	9159db687f7f8e768a77538109a0710a	6443585435	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102932_2.fastq.gz
dg.4DFC/132e1db2-8780-5aaf-bc99-c53ebaa3cce3	43a5772fa4b59c5795621c91c093f504	4954644341	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102057_1.fastq.gz
dg.4DFC/1352abeb-f140-5870-83c6-0febaeb934e1	155d4123d7f757bf749d463d97d126e1	6201786924	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102106_1.fastq.gz
dg.4DFC/1367d664-af2b-59ff-a08d-7dc9c0bf701e	55d6f8b868a30eac34a2952ff0a7c325	5721180740	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14103095_2.fastq.gz
dg.4DFC/1369da40-3fe9-57de-80c5-a788e331f0db	c5e7bedb1afd8298f4cc7c4dbc0b4aad	5658580240	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102888_2.fastq.gz
dg.4DFC/139f2b38-0951-56be-8a4d-0996e6a20954	c8c2f13527064293b9a1651e2ac4387c	4471528606	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099684_1.fastq.gz
dg.4DFC/14602e66-5a75-5aac-a8b2-99ac485f6980	9e08d824ea2c886b18173e91418db077	5947224874	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102952_2.fastq.gz
dg.4DFC/1482c39a-1326-523e-9138-2a96c447e809	bbfbdf6a863c44a863ddb344a15d20c7	6763154676	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098085_1.fastq.gz
dg.4DFC/1504763f-eae4-5045-af52-0f93b09d2826	c719f93439093e46b1e7f9c5b8ef903c	5255553179	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102975_2.fastq.gz
dg.4DFC/15415015-b10b-5fb4-bed4-b2200279d9a5	3a458528ac65c66bdea61c9fb47d4374	7474375077	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102098_1.fastq.gz
dg.4DFC/154e0737-9854-544a-8fd8-dc03e9d0b093	fb48ad79e1ea14d09f9b398ac9d11d51	7987494544	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102097_2.fastq.gz
dg.4DFC/1551f573-479e-5644-868e-971cdeecaf92	1571b9377891253750c16848ccf58320	6220270127	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102905_2.fastq.gz
dg.4DFC/155640aa-7c4b-5ddb-9bb9-9eb7f53a01c8	1f6e195e14461bb10ddd76f1338a6f0b	2903073426	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096200_1.fastq.gz
dg.4DFC/15c8d729-12dd-5cf1-8263-697bd3df8545	d5906eb9cef821f762f17cc50cb641f0	5707187317	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098088_1.fastq.gz
dg.4DFC/160c737f-66c8-50c4-9621-27a3f4b5a599	be8594ce2fa3e088dc0b3969d5fb9d98	4291074102	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102135_1.fastq.gz
dg.4DFC/160dcbe4-0642-59ad-8616-2be680201a4c	6e39a1a0e86549a2804b8f2a08309721	3357267689	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096190_1.fastq.gz
dg.4DFC/161278f5-bb19-51f5-9b19-7fd6cedbaea7	c0850e179c2e2ef19a12412646e72291	21121170094	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099608_2.fastq.gz
dg.4DFC/165cfae9-9023-5247-b7b4-f2f333e15b97	5a56ecb6beb4914936fbaad3ec4037bc	4813835387	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098079_1.fastq.gz
dg.4DFC/16728401-87ab-5ccc-a242-01b2a82fbe66	a179f4b2a2c9c69aeb87c513d287e8fa	22773465116	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099615_1.fastq.gz
dg.4DFC/16cc78a6-ebde-5b3f-8f8e-dcd410ac2883	d7c06d4ee16196821887cdeabdeef749	8210690086	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101984_2.fastq.gz
dg.4DFC/16f58cec-147f-56ae-9771-1068c03cf894	47d952e31776d769a7b624e611c6fa45	8460409666	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099680_2.fastq.gz
dg.4DFC/177bc2c5-0ba6-55e5-a88f-6fa97d153e4a	774dd5535766f07e4b6003b28f51e3bc	3234325885	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102026_1.fastq.gz
dg.4DFC/179099e0-a555-5950-aaa7-8f55f7a6c03c	2788511fed617c5c6db722f5ea265592	6874952988	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098083_1.fastq.gz
dg.4DFC/17e292df-8192-504a-8a67-f613e1d4df44	11d7472f0aadbcf1d255c33a0666259c	6471006140	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098099_2.fastq.gz
dg.4DFC/185c1cbd-46f3-51e1-b23a-b7826aba360e	10f6035ec730cb27662004e502319df8	5407883455	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102074_2.fastq.gz
dg.4DFC/186a3a7e-e92c-534e-9a69-1551faa9dc08	7870b3354e719ef87b411be41e5ebc8d	4672219500	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102941_1.fastq.gz
dg.4DFC/18c147d9-cd7b-5727-920f-9a14b5b0cbaa	3297cefc1211373fb94c3deb786419e5	5164772239	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102132_1.fastq.gz
dg.4DFC/192178c9-7aa0-5b3c-8428-60ffc776036a	932f373349e79ec0790bfb15c81001c5	4764680372	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102131_2.fastq.gz
