id	sample.id	dcf_indexd_guid	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	md5sum	methylation_array_file_id	methylation_platform	reporter_label	type	study
phs002504::9482801024_R03C02_Grn.idat	phs002504::9482801024_R03C02	dg.4DFC/23c244c6-59f9-4d3e-9a4c-a4c4011f5a1a			9482801024_R03C02_Grn.idat	8095250	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R03C02_Grn.idat	279569140480b63adf1a02578a2a939e	9482801024_R03C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R03C02_Red.idat	phs002504::9482801024_R03C02	dg.4DFC/b169d34c-e2a9-4b14-88be-2fd80527f78e			9482801024_R03C02_Red.idat	8095250	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R03C02_Red.idat	10375eb8f52077336896ece692ae5634	9482801024_R03C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R04C01_Grn.idat	phs002504::9482801024_R04C01	dg.4DFC/ca4172d4-3272-4fde-9019-c9396096d15b			9482801024_R04C01_Grn.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R04C01_Grn.idat	b9d03844c6c0bc0c08f7c596256ec524	9482801024_R04C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R04C01_Red.idat	phs002504::9482801024_R04C01	dg.4DFC/8b63c20b-76f4-4d72-b4a9-aa87da8b37e7			9482801024_R04C01_Red.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R04C01_Red.idat	85374023d516228c826b9bbf77646d25	9482801024_R04C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R04C02_Grn.idat	phs002504::9482801024_R04C02	dg.4DFC/d67b8217-da00-47f0-b719-a60e22b9f45f			9482801024_R04C02_Grn.idat	8095249	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R04C02_Grn.idat	c750b7bd7c883e36a1e8c855aecadadb	9482801024_R04C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R04C02_Red.idat	phs002504::9482801024_R04C02	dg.4DFC/20794169-9272-4955-bf12-35a19294d047			9482801024_R04C02_Red.idat	8095249	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R04C02_Red.idat	053f08f3ce132825650f410337a2cf47	9482801024_R04C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R05C01_Grn.idat	phs002504::9482801024_R05C01	dg.4DFC/9c9bede1-b9b1-4ff8-b627-563602013e8e			9482801024_R05C01_Grn.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R05C01_Grn.idat	1e502d966fe1f49f22c61b0774842a88	9482801024_R05C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R05C01_Red.idat	phs002504::9482801024_R05C01	dg.4DFC/991cb7d8-befa-4f9e-96cb-1a4ad24b05f3			9482801024_R05C01_Red.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R05C01_Red.idat	336d2c472d178dd49a4feee1e1ebde89	9482801024_R05C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R05C02_Grn.idat	phs002504::9482801024_R05C02	dg.4DFC/93bcfc7a-4b76-4fa7-a053-5a1cb5e2c6c0			9482801024_R05C02_Grn.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R05C02_Grn.idat	c8663dea70e8eb38ea541dd09f617645	9482801024_R05C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R05C02_Red.idat	phs002504::9482801024_R05C02	dg.4DFC/980b5840-add2-4add-acc3-645d3e953bfa			9482801024_R05C02_Red.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R05C02_Red.idat	aef92774f455109fa8a77f2bea80419c	9482801024_R05C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R06C01_Grn.idat	phs002504::9482801024_R06C01	dg.4DFC/a9732284-a795-4a63-a839-17058e86e7ee			9482801024_R06C01_Grn.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R06C01_Grn.idat	8ac0818615282abe77b8f702130d25ef	9482801024_R06C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801024_R06C01_Red.idat	phs002504::9482801024_R06C01	dg.4DFC/f7e5ec3f-c8a1-42d8-a419-7ba9a670c181			9482801024_R06C01_Red.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R06C01_Red.idat	8dea030deb7875bafcffc5e646d976ef	9482801024_R06C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R01C01_Grn.idat	phs002504::9482801069_R01C01	dg.4DFC/93cf4716-3d7c-4255-afce-d3ca82c99d04			9482801069_R01C01_Grn.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R01C01_Grn.idat	d6f63d796b5bbbe14436d2172420ab24	9482801069_R01C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R01C01_Red.idat	phs002504::9482801069_R01C01	dg.4DFC/4e957756-71fa-453d-988e-0d7f3d7e55d4			9482801069_R01C01_Red.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R01C01_Red.idat	2048fc32a11e6643e3b546951333da74	9482801069_R01C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R01C02_Grn.idat	phs002504::9482801069_R01C02	dg.4DFC/a6f114b5-0224-4d16-af13-cdbf41e7f3f6			9482801069_R01C02_Grn.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R01C02_Grn.idat	afc1015ca3ba51f08ab741ceb7f00545	9482801069_R01C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R01C02_Red.idat	phs002504::9482801069_R01C02	dg.4DFC/6d1bf314-66eb-4014-9aeb-f013b719f907			9482801069_R01C02_Red.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R01C02_Red.idat	81d315b299e0496fb9aabebb10d45712	9482801069_R01C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R02C01_Grn.idat	phs002504::9482801069_R02C01	dg.4DFC/e0cfd50a-7bf8-477c-a529-c102a11f6599			9482801069_R02C01_Grn.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R02C01_Grn.idat	7d885005e6139a6be7f75e937c71446e	9482801069_R02C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R02C01_Red.idat	phs002504::9482801069_R02C01	dg.4DFC/40b9d41d-e2f8-4ae6-9b7a-a9f628d746c8			9482801069_R02C01_Red.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R02C01_Red.idat	e6dc7168777f76abdf6d41e8e8e29062	9482801069_R02C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R02C02_Grn.idat	phs002504::9482801069_R02C02	dg.4DFC/203b6220-726a-4278-b8b3-1d0b985fbac1			9482801069_R02C02_Grn.idat	8095250	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R02C02_Grn.idat	ddb8d78f8456398d6a4b9c454df8540c	9482801069_R02C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R02C02_Red.idat	phs002504::9482801069_R02C02	dg.4DFC/5d8c3871-ecd2-46a6-9e62-7d7ff8dcd087			9482801069_R02C02_Red.idat	8095250	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R02C02_Red.idat	c607f5bef5d5110fea3b2800141e4610	9482801069_R02C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R03C01_Grn.idat	phs002504::9482801069_R03C01	dg.4DFC/16130566-3668-4e56-a5ac-cd7cfa23e557			9482801069_R03C01_Grn.idat	8095238	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R03C01_Grn.idat	1392294c62bd8b87eb9da7324eb99287	9482801069_R03C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R03C01_Red.idat	phs002504::9482801069_R03C01	dg.4DFC/66e2bc99-5cb6-4ab1-b695-74d434a28c00			9482801069_R03C01_Red.idat	8095238	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R03C01_Red.idat	90a21bb77629490f1a464643cd49db0a	9482801069_R03C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R03C02_Grn.idat	phs002504::9482801069_R03C02	dg.4DFC/8aacb795-12f6-427c-936c-6fdcfb1a7683			9482801069_R03C02_Grn.idat	8095240	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R03C02_Grn.idat	72020b11ff47cbc6b32fe9225a331360	9482801069_R03C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R03C02_Red.idat	phs002504::9482801069_R03C02	dg.4DFC/63047ea1-093e-4605-ac0e-af85c556fa4e			9482801069_R03C02_Red.idat	8095240	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R03C02_Red.idat	c563c3b20da662e7e7c28dd758fc930a	9482801069_R03C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R04C01_Grn.idat	phs002504::9482801069_R04C01	dg.4DFC/09610fb5-5d02-4f92-87c3-9d6f3d8e5269			9482801069_R04C01_Grn.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R04C01_Grn.idat	73b96ce81f66fe4d49b9f3ed5de4d635	9482801069_R04C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R04C01_Red.idat	phs002504::9482801069_R04C01	dg.4DFC/7544baba-f1e3-4d55-837e-032504392c22			9482801069_R04C01_Red.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R04C01_Red.idat	34db6f4d7b83da6b1c1e0dadbedf304f	9482801069_R04C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R04C02_Grn.idat	phs002504::9482801069_R04C02	dg.4DFC/d6f62d7a-b4f5-4a4e-9668-f8b1ffc666d0			9482801069_R04C02_Grn.idat	8095242	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R04C02_Grn.idat	ac03e141d7eff4db1c5abb627dcd20d8	9482801069_R04C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R04C02_Red.idat	phs002504::9482801069_R04C02	dg.4DFC/ed298bd2-1f3a-4a44-850c-ad52d430c457			9482801069_R04C02_Red.idat	8095242	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R04C02_Red.idat	bc370a8fc09cf1bb76766e8a7a084dbb	9482801069_R04C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R05C01_Grn.idat	phs002504::9482801069_R05C01	dg.4DFC/59ce2fa5-508e-463d-a4b0-c6f3ec5dbdb0			9482801069_R05C01_Grn.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R05C01_Grn.idat	d6409a918341c76165fe08d21e3757cc	9482801069_R05C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R05C01_Red.idat	phs002504::9482801069_R05C01	dg.4DFC/4e7ca958-0cb7-4b85-a930-4104ed1382b7			9482801069_R05C01_Red.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R05C01_Red.idat	91b7632b84dc2a9693a8f0de78e2f45f	9482801069_R05C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R05C02_Grn.idat	phs002504::9482801069_R05C02	dg.4DFC/ec4d0f24-9ed2-4ac5-aa17-a97f85636501			9482801069_R05C02_Grn.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R05C02_Grn.idat	f6c335d46e23ae63fe63972d212b0951	9482801069_R05C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R05C02_Red.idat	phs002504::9482801069_R05C02	dg.4DFC/40a42b4c-868f-4177-96e8-b4f9858d2107			9482801069_R05C02_Red.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R05C02_Red.idat	fe81898295879cc7bb2f8ea5e99a8eb8	9482801069_R05C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R06C01_Grn.idat	phs002504::9482801069_R06C01	dg.4DFC/0bf1dd2f-f58e-44c7-8d89-d6018207055e			9482801069_R06C01_Grn.idat	8095237	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R06C01_Grn.idat	378ebd83967978a7ac900c518c67af28	9482801069_R06C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R06C01_Red.idat	phs002504::9482801069_R06C01	dg.4DFC/560b1987-ddb5-40ba-9ef8-c9a821922034			9482801069_R06C01_Red.idat	8095237	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R06C01_Red.idat	b48fbf9713c21eefef6838ad13d45b5a	9482801069_R06C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R06C02_Grn.idat	phs002504::9482801069_R06C02	dg.4DFC/3658cba0-1908-4bbf-bb3b-9e7e2bc6fb3e			9482801069_R06C02_Grn.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R06C02_Grn.idat	445f7c45675a1c45d389add73dbc6433	9482801069_R06C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9482801069_R06C02_Red.idat	phs002504::9482801069_R06C02	dg.4DFC/6ad4bb76-6c23-48f7-acdd-fdbe6c8d367b			9482801069_R06C02_Red.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R06C02_Red.idat	d234cf67bca8fc51b599598caa827a8e	9482801069_R06C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749076_R01C01_Grn.idat	phs002504::9761749076_R01C01	dg.4DFC/e76d4e2d-f8b3-4d40-86d1-2ae0059e413e			9761749076_R01C01_Grn.idat	8095229	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R01C01_Grn.idat	6a85f9fe863df01b3a8aca2a7d2be414	9761749076_R01C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749076_R01C01_Red.idat	phs002504::9761749076_R01C01	dg.4DFC/fafb5bfe-4be3-42fd-889f-ad1c26978829			9761749076_R01C01_Red.idat	8095229	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R01C01_Red.idat	8c6d2c13be705719d4764c637b18f8eb	9761749076_R01C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749076_R02C01_Grn.idat	phs002504::9761749076_R02C01	dg.4DFC/2397a948-9a93-45ab-af97-63378ba6a053			9761749076_R02C01_Grn.idat	8095230	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R02C01_Grn.idat	2402541c952e616d6f5176b89f7d1f6e	9761749076_R02C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749076_R02C01_Red.idat	phs002504::9761749076_R02C01	dg.4DFC/27b14cf9-edc8-4ee4-9190-ceab3fe8095b			9761749076_R02C01_Red.idat	8095230	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R02C01_Red.idat	7ea294cc3798333b38c20ece966e8d73	9761749076_R02C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749076_R05C01_Grn.idat	phs002504::9761749076_R05C01	dg.4DFC/50a2a525-a05d-4db8-a662-610f37aa8a03			9761749076_R05C01_Grn.idat	8095231	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R05C01_Grn.idat	e223a5f047cca2ea49adbb75a1400373	9761749076_R05C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749076_R05C01_Red.idat	phs002504::9761749076_R05C01	dg.4DFC/54ead7f4-7a6c-4d8b-8e60-c6756296e8e8			9761749076_R05C01_Red.idat	8095231	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R05C01_Red.idat	f6a6ee538e5eeb8c518e7de0a180c963	9761749076_R05C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R02C01_Grn.idat	phs002504::9761749080_R02C01	dg.4DFC/e5861485-1086-4de7-ae33-0758e05cbeb9			9761749080_R02C01_Grn.idat	8095243	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R02C01_Grn.idat	d3844e49e14e22b16019b8a2149eacaa	9761749080_R02C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R02C01_Red.idat	phs002504::9761749080_R02C01	dg.4DFC/1828512b-c937-4468-a5a4-8eaf914c6060			9761749080_R02C01_Red.idat	8095243	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R02C01_Red.idat	127b17244c311c45bd0e33966d57a277	9761749080_R02C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R03C01_Grn.idat	phs002504::9761749080_R03C01	dg.4DFC/3e592a16-4091-4bbe-a303-b1f169d2e4da			9761749080_R03C01_Grn.idat	8095237	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R03C01_Grn.idat	baf73d993023d5ba7863c9c6616659fe	9761749080_R03C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R03C01_Red.idat	phs002504::9761749080_R03C01	dg.4DFC/1f0125b9-24f3-41cd-8436-aea13f34298e			9761749080_R03C01_Red.idat	8095237	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R03C01_Red.idat	c90a235116bbe5c900f8c25e9361d936	9761749080_R03C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R04C01_Grn.idat	phs002504::9761749080_R04C01	dg.4DFC/f199e65a-67c1-493e-a233-834cd4baf7cc			9761749080_R04C01_Grn.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R04C01_Grn.idat	3d0d4c76f0ad618b63c9efda0328be1c	9761749080_R04C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R04C01_Red.idat	phs002504::9761749080_R04C01	dg.4DFC/72434ce3-39fb-460b-adc2-146a75970e49			9761749080_R04C01_Red.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R04C01_Red.idat	19d02cfff92527223c2c75b37eaa25b0	9761749080_R04C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R05C01_Grn.idat	phs002504::9761749080_R05C01	dg.4DFC/19bca396-8332-439b-b14d-c73706c04819			9761749080_R05C01_Grn.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R05C01_Grn.idat	f711ea2671bc1e78e92abbb6e51cc25a	9761749080_R05C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R05C01_Red.idat	phs002504::9761749080_R05C01	dg.4DFC/a81a1602-6f8f-4587-8bf4-0cd46b60ff9b			9761749080_R05C01_Red.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R05C01_Red.idat	6a1941d57d0f2a8c10dfe9142378e972	9761749080_R05C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R06C01_Grn.idat	phs002504::9761749080_R06C01	dg.4DFC/13f27c9e-ac00-4bf4-9fcd-f04686fc6fe8			9761749080_R06C01_Grn.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R06C01_Grn.idat	6688efa1b75f032abf9ae761a1597bd2	9761749080_R06C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749080_R06C01_Red.idat	phs002504::9761749080_R06C01	dg.4DFC/91877e39-1862-42ca-899d-836444d2444d			9761749080_R06C01_Red.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R06C01_Red.idat	24765e82426c51db32bde64509ee80a1	9761749080_R06C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R01C01_Grn.idat	phs002504::9761749087_R01C01	dg.4DFC/4f64ff1b-248c-4379-9cf0-d0d3cc3a5fef			9761749087_R01C01_Grn.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R01C01_Grn.idat	22ecb8e479eab00e3291a546bf36317c	9761749087_R01C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R01C01_Red.idat	phs002504::9761749087_R01C01	dg.4DFC/ec6bdd71-91a5-442b-9db0-1dc38d5938db			9761749087_R01C01_Red.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R01C01_Red.idat	258c8dc1cff2f85f798bfe6c1fabde7e	9761749087_R01C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R01C02_Grn.idat	phs002504::9761749087_R01C02	dg.4DFC/2e27dc30-eabc-4ab5-9091-cb805db67e5d			9761749087_R01C02_Grn.idat	8095247	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R01C02_Grn.idat	7ee0a8c4078873d97eb31dea5accf8e5	9761749087_R01C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R01C02_Red.idat	phs002504::9761749087_R01C02	dg.4DFC/890177f9-c36b-4e0c-a337-d3f5224ceaea			9761749087_R01C02_Red.idat	8095247	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R01C02_Red.idat	0bb4e934f9067fe49d86058375ff6024	9761749087_R01C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
