reference_genome_assembly	library_strategy	library_source	type	genomic_info_id	file.file_id	library_selection	platform	library_layout	instrument_model
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c57ed69a-4cb3-11ee-9b9d-ef5d7a638b88	dg.4DFC/c57ed69a-4cb3-11ee-9b9d-ef5d7a638b88	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c57fbec0-4cb3-11ee-889f-3f1614df2d7d	dg.4DFC/c57fbec0-4cb3-11ee-889f-3f1614df2d7d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c57fe5da-4cb3-11ee-9d94-0b6a222d3867	dg.4DFC/c57fe5da-4cb3-11ee-9d94-0b6a222d3867	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58008b2-4cb3-11ee-93f2-17d40b0f8231	dg.4DFC/c58008b2-4cb3-11ee-93f2-17d40b0f8231	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5802bda-4cb3-11ee-ac0d-dfa4ead2efac	dg.4DFC/c5802bda-4cb3-11ee-ac0d-dfa4ead2efac	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5805204-4cb3-11ee-a9b9-bbb4c4c47f05	dg.4DFC/c5805204-4cb3-11ee-a9b9-bbb4c4c47f05	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5807504-4cb3-11ee-9894-1b0c259c9ec2	dg.4DFC/c5807504-4cb3-11ee-9894-1b0c259c9ec2	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5809746-4cb3-11ee-9254-47767fdbf230	dg.4DFC/c5809746-4cb3-11ee-9254-47767fdbf230	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c580bcbc-4cb3-11ee-867b-6ba3b725d2aa	dg.4DFC/c580bcbc-4cb3-11ee-867b-6ba3b725d2aa	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c580e476-4cb3-11ee-a64d-e7880e260b06	dg.4DFC/c580e476-4cb3-11ee-a64d-e7880e260b06	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c581074e-4cb3-11ee-b017-575ba212fa8e	dg.4DFC/c581074e-4cb3-11ee-b017-575ba212fa8e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5812968-4cb3-11ee-895f-9f8b4997637f	dg.4DFC/c5812968-4cb3-11ee-895f-9f8b4997637f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5814b5a-4cb3-11ee-8448-87c710fc67ef	dg.4DFC/c5814b5a-4cb3-11ee-8448-87c710fc67ef	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5817238-4cb3-11ee-bf1e-fb1b0c0be730	dg.4DFC/c5817238-4cb3-11ee-bf1e-fb1b0c0be730	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5819524-4cb3-11ee-af2a-ab3336afa105	dg.4DFC/c5819524-4cb3-11ee-af2a-ab3336afa105	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c581b82e-4cb3-11ee-ad9d-97cb8aaa709f	dg.4DFC/c581b82e-4cb3-11ee-ad9d-97cb8aaa709f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c581da0c-4cb3-11ee-af08-97a338349b5e	dg.4DFC/c581da0c-4cb3-11ee-af08-97a338349b5e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c581ffdc-4cb3-11ee-a94d-17b1527db1a4	dg.4DFC/c581ffdc-4cb3-11ee-a94d-17b1527db1a4	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5822700-4cb3-11ee-9537-ef5e2efde7fe	dg.4DFC/c5822700-4cb3-11ee-9537-ef5e2efde7fe	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58248f2-4cb3-11ee-ad74-67951a8c8cc4	dg.4DFC/c58248f2-4cb3-11ee-ad74-67951a8c8cc4	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5826e86-4cb3-11ee-8eaa-f335fd19b197	dg.4DFC/c5826e86-4cb3-11ee-8eaa-f335fd19b197	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5829140-4cb3-11ee-93ee-4b819774ab0e	dg.4DFC/c5829140-4cb3-11ee-93ee-4b819774ab0e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c582b472-4cb3-11ee-98d7-d3769f24f4ea	dg.4DFC/c582b472-4cb3-11ee-98d7-d3769f24f4ea	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c582d66e-4cb3-11ee-9597-5bac2431241a	dg.4DFC/c582d66e-4cb3-11ee-9597-5bac2431241a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c582fc48-4cb3-11ee-a231-776a4a511987	dg.4DFC/c582fc48-4cb3-11ee-a231-776a4a511987	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5831e4e-4cb3-11ee-b9df-4367023ce0a9	dg.4DFC/c5831e4e-4cb3-11ee-b9df-4367023ce0a9	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c583422a-4cb3-11ee-bb1b-635835014274	dg.4DFC/c583422a-4cb3-11ee-bb1b-635835014274	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5836a34-4cb3-11ee-838e-c362ace9edc5	dg.4DFC/c5836a34-4cb3-11ee-838e-c362ace9edc5	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5838f5a-4cb3-11ee-b8d4-eb9d0567e355	dg.4DFC/c5838f5a-4cb3-11ee-b8d4-eb9d0567e355	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c583b52a-4cb3-11ee-9183-93a101006f92	dg.4DFC/c583b52a-4cb3-11ee-9183-93a101006f92	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c583d79e-4cb3-11ee-9ef0-e7b672788f73	dg.4DFC/c583d79e-4cb3-11ee-9ef0-e7b672788f73	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c583fbb6-4cb3-11ee-a3c9-2b3a485c4c4c	dg.4DFC/c583fbb6-4cb3-11ee-a3c9-2b3a485c4c4c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5842136-4cb3-11ee-8fde-df9f4166aaef	dg.4DFC/c5842136-4cb3-11ee-8fde-df9f4166aaef	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5844436-4cb3-11ee-9f52-332a60bfb9c7	dg.4DFC/c5844436-4cb3-11ee-9f52-332a60bfb9c7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5846600-4cb3-11ee-b590-c773ffb4f794	dg.4DFC/c5846600-4cb3-11ee-b590-c773ffb4f794	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5848c70-4cb3-11ee-8b53-5fc4e2505ae6	dg.4DFC/c5848c70-4cb3-11ee-8b53-5fc4e2505ae6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c584b218-4cb3-11ee-9c2f-af36906b08d2	dg.4DFC/c584b218-4cb3-11ee-9c2f-af36906b08d2	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c584d496-4cb3-11ee-a7c4-4f12b0ac7dfc	dg.4DFC/c584d496-4cb3-11ee-a7c4-4f12b0ac7dfc	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c584f6ba-4cb3-11ee-a401-13af5ecc1d2f	dg.4DFC/c584f6ba-4cb3-11ee-a401-13af5ecc1d2f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5851ea6-4cb3-11ee-bd00-1bda63b14df8	dg.4DFC/c5851ea6-4cb3-11ee-bd00-1bda63b14df8	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c585441c-4cb3-11ee-9d96-6f5bd677638f	dg.4DFC/c585441c-4cb3-11ee-9d96-6f5bd677638f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5856622-4cb3-11ee-9951-bf04a9030fa2	dg.4DFC/c5856622-4cb3-11ee-9951-bf04a9030fa2	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58588c8-4cb3-11ee-beb4-b73996621418	dg.4DFC/c58588c8-4cb3-11ee-beb4-b73996621418	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c585aeca-4cb3-11ee-97b4-27059c64418c	dg.4DFC/c585aeca-4cb3-11ee-97b4-27059c64418c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c585d210-4cb3-11ee-99a9-cb80fc5b37d7	dg.4DFC/c585d210-4cb3-11ee-99a9-cb80fc5b37d7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c585f47a-4cb3-11ee-bf34-eb7fa09f133f	dg.4DFC/c585f47a-4cb3-11ee-bf34-eb7fa09f133f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58619fa-4cb3-11ee-ac23-f36191463727	dg.4DFC/c58619fa-4cb3-11ee-ac23-f36191463727	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5863f98-4cb3-11ee-86fe-47f937078e32	dg.4DFC/c5863f98-4cb3-11ee-86fe-47f937078e32	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5866446-4cb3-11ee-a42d-93a18baee41c	dg.4DFC/c5866446-4cb3-11ee-a42d-93a18baee41c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5868642-4cb3-11ee-9712-2781987d3296	dg.4DFC/c5868642-4cb3-11ee-9712-2781987d3296	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c586a906-4cb3-11ee-abc7-4b9e5b93fbb7	dg.4DFC/c586a906-4cb3-11ee-abc7-4b9e5b93fbb7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c586ce86-4cb3-11ee-90e3-4794222e7b44	dg.4DFC/c586ce86-4cb3-11ee-90e3-4794222e7b44	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c586f21c-4cb3-11ee-a12f-ef8efaf3c97d	dg.4DFC/c586f21c-4cb3-11ee-a12f-ef8efaf3c97d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c587149a-4cb3-11ee-8d5d-5f1fef21f00f	dg.4DFC/c587149a-4cb3-11ee-8d5d-5f1fef21f00f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c587372c-4cb3-11ee-826d-1bfe9696d54c	dg.4DFC/c587372c-4cb3-11ee-826d-1bfe9696d54c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5875cf2-4cb3-11ee-8152-5ba8b0218d93	dg.4DFC/c5875cf2-4cb3-11ee-8152-5ba8b0218d93	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c587802e-4cb3-11ee-babf-cbaa437884ed	dg.4DFC/c587802e-4cb3-11ee-babf-cbaa437884ed	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c587ab76-4cb3-11ee-95e6-db9580b778e9	dg.4DFC/c587ab76-4cb3-11ee-95e6-db9580b778e9	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c587d13c-4cb3-11ee-8819-7b59bbc68483	dg.4DFC/c587d13c-4cb3-11ee-8819-7b59bbc68483	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c587f48c-4cb3-11ee-b74f-8b08075f340a	dg.4DFC/c587f48c-4cb3-11ee-b74f-8b08075f340a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c588166a-4cb3-11ee-bec0-4b3c931dd057	dg.4DFC/c588166a-4cb3-11ee-bec0-4b3c931dd057	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5883b04-4cb3-11ee-9c35-a7095e89c78f	dg.4DFC/c5883b04-4cb3-11ee-9c35-a7095e89c78f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c588620a-4cb3-11ee-a821-b7bed175b69a	dg.4DFC/c588620a-4cb3-11ee-a821-b7bed175b69a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5888410-4cb3-11ee-bf3f-8bbd2a314273	dg.4DFC/c5888410-4cb3-11ee-bf3f-8bbd2a314273	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c588a620-4cb3-11ee-aa73-5f76be247a1e	dg.4DFC/c588a620-4cb3-11ee-aa73-5f76be247a1e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c588c9ca-4cb3-11ee-a881-5f7a7ebea303	dg.4DFC/c588c9ca-4cb3-11ee-a881-5f7a7ebea303	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c588ef4a-4cb3-11ee-b87e-932a0a578c3c	dg.4DFC/c588ef4a-4cb3-11ee-b87e-932a0a578c3c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58914fc-4cb3-11ee-a899-8b89092dd287	dg.4DFC/c58914fc-4cb3-11ee-a899-8b89092dd287	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5893720-4cb3-11ee-9536-cba7f4db0a2a	dg.4DFC/c5893720-4cb3-11ee-9536-cba7f4db0a2a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5895958-4cb3-11ee-8df1-2743b4abaebc	dg.4DFC/c5895958-4cb3-11ee-8df1-2743b4abaebc	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5898310-4cb3-11ee-a92c-67275ef04ba1	dg.4DFC/c5898310-4cb3-11ee-a92c-67275ef04ba1	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c589a52a-4cb3-11ee-939f-7f68ae984749	dg.4DFC/c589a52a-4cb3-11ee-939f-7f68ae984749	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c589c744-4cb3-11ee-a6ce-4333c9a6bb6d	dg.4DFC/c589c744-4cb3-11ee-a6ce-4333c9a6bb6d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c589eca6-4cb3-11ee-aea0-4f447f37c744	dg.4DFC/c589eca6-4cb3-11ee-aea0-4f447f37c744	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58a1492-4cb3-11ee-a97b-335097ba8daa	dg.4DFC/c58a1492-4cb3-11ee-a97b-335097ba8daa	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58a3698-4cb3-11ee-a591-b3c1a7163b2a	dg.4DFC/c58a3698-4cb3-11ee-a591-b3c1a7163b2a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58a58da-4cb3-11ee-8981-bba2159aab70	dg.4DFC/c58a58da-4cb3-11ee-8981-bba2159aab70	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58a7e78-4cb3-11ee-ba5c-ef4a3058d74f	dg.4DFC/c58a7e78-4cb3-11ee-ba5c-ef4a3058d74f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58aa682-4cb3-11ee-b616-4f579e3a3b6d	dg.4DFC/c58aa682-4cb3-11ee-b616-4f579e3a3b6d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58ac860-4cb3-11ee-acb2-ef2325fdb197	dg.4DFC/c58ac860-4cb3-11ee-acb2-ef2325fdb197	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58aec46-4cb3-11ee-a935-db6f436be830	dg.4DFC/c58aec46-4cb3-11ee-a935-db6f436be830	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58b1162-4cb3-11ee-89cb-ab2e82280fdb	dg.4DFC/c58b1162-4cb3-11ee-89cb-ab2e82280fdb	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58b34bc-4cb3-11ee-afbd-d7f7dc8f746b	dg.4DFC/c58b34bc-4cb3-11ee-afbd-d7f7dc8f746b	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58b582a-4cb3-11ee-9b57-3b59d6866d6e	dg.4DFC/c58b582a-4cb3-11ee-9b57-3b59d6866d6e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58b7ddc-4cb3-11ee-9a4d-7b81537aed06	dg.4DFC/c58b7ddc-4cb3-11ee-9a4d-7b81537aed06	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58ba2d0-4cb3-11ee-a241-57129ad6b531	dg.4DFC/c58ba2d0-4cb3-11ee-a241-57129ad6b531	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58bc756-4cb3-11ee-bb1e-e7280509d5f1	dg.4DFC/c58bc756-4cb3-11ee-bb1e-e7280509d5f1	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58bea2e-4cb3-11ee-ba2a-cbe09c7fd587	dg.4DFC/c58bea2e-4cb3-11ee-ba2a-cbe09c7fd587	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58c0c5c-4cb3-11ee-97bf-ff224d6ffefe	dg.4DFC/c58c0c5c-4cb3-11ee-97bf-ff224d6ffefe	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58c334e-4cb3-11ee-b1bb-df68537e0108	dg.4DFC/c58c334e-4cb3-11ee-b1bb-df68537e0108	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58c5586-4cb3-11ee-bce5-4face8aff9bd	dg.4DFC/c58c5586-4cb3-11ee-bce5-4face8aff9bd	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58c791c-4cb3-11ee-97c9-cbb55362a4af	dg.4DFC/c58c791c-4cb3-11ee-97c9-cbb55362a4af	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58c9b90-4cb3-11ee-abe3-0f0b37c972b5	dg.4DFC/c58c9b90-4cb3-11ee-abe3-0f0b37c972b5	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58cc106-4cb3-11ee-90ca-b3c860aacf7d	dg.4DFC/c58cc106-4cb3-11ee-90ca-b3c860aacf7d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58ce604-4cb3-11ee-8846-876dcef922f2	dg.4DFC/c58ce604-4cb3-11ee-8846-876dcef922f2	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58d086e-4cb3-11ee-a90e-17d6296c76c8	dg.4DFC/c58d086e-4cb3-11ee-a90e-17d6296c76c8	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58d2eb6-4cb3-11ee-ae2d-672d72a7f664	dg.4DFC/c58d2eb6-4cb3-11ee-ae2d-672d72a7f664	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58d517a-4cb3-11ee-90db-f3376f318c74	dg.4DFC/c58d517a-4cb3-11ee-90db-f3376f318c74	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58d7484-4cb3-11ee-b757-a70dec150e2d	dg.4DFC/c58d7484-4cb3-11ee-b757-a70dec150e2d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58d96bc-4cb3-11ee-a734-6bdf55b22e4d	dg.4DFC/c58d96bc-4cb3-11ee-a734-6bdf55b22e4d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58dc100-4cb3-11ee-a10d-83e71832bb30	dg.4DFC/c58dc100-4cb3-11ee-a10d-83e71832bb30	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58de306-4cb3-11ee-baa4-8f90616ddc5d	dg.4DFC/c58de306-4cb3-11ee-baa4-8f90616ddc5d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58e05f2-4cb3-11ee-ab20-ef50127a4d41	dg.4DFC/c58e05f2-4cb3-11ee-ab20-ef50127a4d41	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58e27d0-4cb3-11ee-ab92-6b74e7576027	dg.4DFC/c58e27d0-4cb3-11ee-ab92-6b74e7576027	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58e5020-4cb3-11ee-81cf-afbc541fd4c7	dg.4DFC/c58e5020-4cb3-11ee-81cf-afbc541fd4c7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58e774e-4cb3-11ee-b119-5756913178f6	dg.4DFC/c58e774e-4cb3-11ee-b119-5756913178f6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
